GO_ID,GO_Term,Annotated,Significant,Expected,elimKS_pvalue,Ontology
GO:0043087,regulation of GTPase activity,9,1,0.42,8.488174e-01,BP
GO:0090599,alpha-glucosidase activity,33,2,1.54,8.489287e-01,MF
GO:0006470,protein dephosphorylation,69,5,3.21,8.500925e-01,BP
GO:0008235,metalloexopeptidase activity,62,4,2.89,8.508993e-01,MF
GO:0001510,RNA methylation,9,1,0.42,8.509122e-01,BP
GO:0003887,DNA-directed DNA polymerase activity,31,2,1.44,8.515433e-01,MF
GO:0006013,mannose metabolic process,15,1,0.70,8.521097e-01,BP
GO:0045292,"mRNA cis splicing, via spliceosome",13,1,0.61,8.526591e-01,BP
GO:0009084,L-glutamine family amino acid biosynthetic process,14,1,0.65,8.531334e-01,BP
GO:0033897,ribonuclease T2 activity,11,1,0.51,8.534264e-01,MF
GO:0015693,magnesium ion transport,12,1,0.56,8.534499e-01,BP
GO:0047617,fatty acyl-CoA hydrolase activity,15,1,0.70,8.537089e-01,MF
GO:0098772,molecular function regulator activity,55,4,2.56,8.548577e-01,MF
GO:0008150,biological_process,5390,241,250.87,8.558393e-01,BP
GO:0005874,microtubule,100,7,4.65,8.559787e-01,CC
GO:0099513,polymeric cytoskeletal fiber,100,7,4.65,8.559787e-01,CC
GO:0003950,NAD+ poly-ADP-ribosyltransferase activity,9,1,0.42,8.570323e-01,MF
GO:0051604,protein maturation,34,3,1.58,8.593051e-01,BP
GO:0099512,supramolecular fiber,101,7,4.70,8.614303e-01,CC
GO:0099081,supramolecular polymer,101,7,4.70,8.614303e-01,CC
GO:0055085,transmembrane transport,109,6,5.07,8.614962e-01,BP
GO:0016868,intramolecular phosphotransferase activity,21,2,0.98,8.629604e-01,MF
GO:0015914,phospholipid transport,14,1,0.65,8.631796e-01,BP
GO:0140326,ATPase-coupled intramembrane lipid carrier activity,14,1,0.65,8.631796e-01,MF
GO:0140303,intramembrane lipid carrier activity,14,1,0.65,8.631796e-01,MF
GO:0016289,acyl-CoA hydrolase activity,16,1,0.74,8.632155e-01,MF
GO:0140657,ATP-dependent activity,60,4,2.79,8.633643e-01,MF
GO:0141124,intracellular signaling cassette,121,8,5.63,8.647689e-01,BP
GO:0030515,snoRNA binding,17,1,0.79,8.648844e-01,MF
GO:0000287,magnesium ion binding,85,6,3.96,8.659375e-01,MF
GO:0070403,NAD+ binding,18,1,0.84,8.661648e-01,MF
GO:0008408,3'-5' exonuclease activity,37,3,1.72,8.668946e-01,MF
GO:0043531,ADP binding,87,4,4.05,8.687909e-01,MF
GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",24,2,1.12,8.726287e-01,MF
GO:0042626,ATPase-coupled transmembrane transporter activity,193,11,8.98,8.729195e-01,MF
GO:0080090,regulation of primary metabolic process,19,1,0.88,8.730851e-01,BP
GO:0030968,endoplasmic reticulum unfolded protein response,10,1,0.47,8.747881e-01,BP
GO:0034976,response to endoplasmic reticulum stress,10,1,0.47,8.747881e-01,BP
GO:0008171,O-methyltransferase activity,84,6,3.91,8.750270e-01,MF
GO:0005777,peroxisome,54,3,2.51,8.750831e-01,CC
GO:0042579,microbody,54,3,2.51,8.750831e-01,CC
GO:0043414,macromolecule methylation,44,3,2.05,8.766964e-01,BP
GO:0070461,SAGA-type complex,16,1,0.74,8.775248e-01,CC
GO:0006511,ubiquitin-dependent protein catabolic process,133,7,6.19,8.777100e-01,BP
GO:0042393,histone binding,10,1,0.47,8.788922e-01,MF
GO:0019222,regulation of metabolic process,20,1,0.93,8.792319e-01,BP
GO:0035091,phosphatidylinositol binding,44,3,2.05,8.794410e-01,MF
GO:0043226,organelle,77,5,3.58,8.798973e-01,CC
GO:0006048,UDP-N-acetylglucosamine biosynthetic process,9,1,0.42,8.801901e-01,BP
GO:0030001,metal ion transport,14,1,0.65,8.802100e-01,BP
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",11,1,0.51,8.802646e-01,MF
GO:0005778,peroxisomal membrane,11,1,0.51,8.805833e-01,CC
GO:0031903,microbody membrane,11,1,0.51,8.805833e-01,CC
GO:0006406,mRNA export from nucleus,15,1,0.70,8.807689e-01,BP
GO:0005388,P-type calcium transporter activity,10,1,0.47,8.812288e-01,MF
GO:0140299,molecular sensor activity,41,3,1.91,8.819611e-01,MF
GO:0004364,glutathione transferase activity,10,1,0.47,8.849517e-01,MF
GO:0005179,hormone activity,10,1,0.47,8.864482e-01,MF
GO:0048018,receptor ligand activity,10,1,0.47,8.864482e-01,MF
GO:0030546,signaling receptor activator activity,10,1,0.47,8.864482e-01,MF
GO:1902531,regulation of intracellular signal transduction,10,1,0.47,8.882341e-01,BP
GO:0140658,ATP-dependent chromatin remodeler activity,64,4,2.98,8.884458e-01,MF
GO:0015095,magnesium ion transmembrane transporter activity,13,1,0.61,8.906508e-01,MF
GO:0005215,transporter activity,17,1,0.79,8.921673e-01,MF
GO:0005319,lipid carrier activity,17,1,0.79,8.921673e-01,MF
GO:0004565,beta-galactosidase activity,15,1,0.70,8.934407e-01,MF
GO:0004842,ubiquitin-protein transferase activity,84,4,3.91,8.934782e-01,MF
GO:0008168,methyltransferase activity,427,24,19.87,8.935248e-01,MF
GO:0006914,autophagy,67,4,3.12,8.972850e-01,BP
GO:0061919,process utilizing autophagic mechanism,67,4,3.12,8.972850e-01,BP
GO:0050660,flavin adenine dinucleotide binding,332,19,15.45,9.010198e-01,MF
GO:0000104,succinate dehydrogenase activity,16,1,0.74,9.021679e-01,MF
GO:0003925,G protein activity,14,1,0.65,9.026103e-01,MF
GO:0004040,amidase activity,13,1,0.61,9.028315e-01,MF
GO:0006397,mRNA processing,184,10,8.56,9.031947e-01,BP
GO:0008641,ubiquitin-like modifier activating enzyme activity,16,1,0.74,9.032250e-01,MF
GO:0004462,lactoylglutathione lyase activity,13,1,0.61,9.051569e-01,MF
GO:0005875,microtubule associated complex,24,2,1.12,9.052920e-01,CC
GO:0070003,threonine-type peptidase activity,11,1,0.51,9.053925e-01,MF
GO:0006811,monoatomic ion transport,18,1,0.84,9.056451e-01,BP
GO:0008610,lipid biosynthetic process,43,2,2.00,9.075518e-01,BP
GO:0140359,ABC-type transporter activity,160,9,7.45,9.089355e-01,MF
GO:0008238,exopeptidase activity,171,10,7.96,9.091919e-01,MF
GO:0006457,protein folding,66,4,3.07,9.103004e-01,BP
GO:0061024,membrane organization,28,1,1.30,9.103959e-01,BP
GO:0004252,serine-type endopeptidase activity,144,7,6.70,9.108016e-01,MF
GO:0160215,deacylase activity,73,2,3.40,9.109934e-01,MF
GO:0006897,endocytosis,27,1,1.26,9.116064e-01,BP
GO:0098657,import into cell,27,1,1.26,9.116064e-01,BP
GO:0009073,aromatic amino acid family biosynthetic process,12,1,0.56,9.118067e-01,BP
GO:0046983,protein dimerization activity,299,12,13.92,9.122767e-01,MF
GO:0005096,GTPase activator activity,42,2,1.95,9.127536e-01,MF
GO:0006796,phosphate-containing compound metabolic process,1099,55,51.15,9.132487e-01,BP
GO:0005819,spindle,25,2,1.16,9.141037e-01,CC
GO:0016043,cellular component organization,65,3,3.03,9.153749e-01,BP
GO:0016311,dephosphorylation,96,6,4.47,9.162860e-01,BP
GO:0099080,supramolecular complex,113,7,5.26,9.166475e-01,CC
GO:0051287,NAD binding,58,3,2.70,9.177511e-01,MF
GO:0007264,small GTPase-mediated signal transduction,82,5,3.82,9.179729e-01,BP
GO:0016860,intramolecular oxidoreductase activity,20,1,0.93,9.181874e-01,MF
GO:0043248,proteasome assembly,15,1,0.70,9.182272e-01,BP
GO:0043170,macromolecule metabolic process,1195,60,55.62,9.185862e-01,BP
GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",28,1,1.30,9.197291e-01,MF
GO:0015924,mannosyl-oligosaccharide mannosidase activity,28,1,1.30,9.197291e-01,MF
GO:0016301,kinase activity,1083,53,50.41,9.201864e-01,MF
GO:0019787,ubiquitin-like protein transferase activity,93,4,4.33,9.206096e-01,MF
GO:0015926,glucosidase activity,48,2,2.23,9.206641e-01,MF
GO:0016776,"phosphotransferase activity, phosphate group as acceptor",17,1,0.79,9.212279e-01,MF
GO:0004222,metalloendopeptidase activity,84,5,3.91,9.212739e-01,MF
GO:0006506,GPI anchor biosynthetic process,35,2,1.63,9.214920e-01,BP
GO:0051128,regulation of cellular component organization,16,1,0.74,9.226253e-01,BP
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",57,4,2.65,9.228803e-01,MF
GO:0008131,primary methylamine oxidase activity,27,2,1.26,9.233513e-01,MF
GO:0031072,heat shock protein binding,15,1,0.70,9.237699e-01,MF
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",143,7,6.66,9.246219e-01,MF
GO:0003885,"D-arabinono-1,4-lactone oxidase activity",13,1,0.61,9.248560e-01,MF
GO:0007166,cell surface receptor signaling pathway,256,10,11.92,9.257602e-01,BP
GO:0016071,mRNA metabolic process,194,10,9.03,9.261857e-01,BP
GO:0006260,DNA replication,74,3,3.44,9.264888e-01,BP
GO:0006606,protein import into nucleus,20,1,0.93,9.265331e-01,BP
GO:0016197,endosomal transport,19,1,0.88,9.266485e-01,BP
GO:0016755,aminoacyltransferase activity,96,4,4.47,9.282879e-01,MF
GO:0043227,membrane-bounded organelle,42,2,1.95,9.288113e-01,CC
GO:0006004,fucose metabolic process,47,3,2.19,9.307559e-01,BP
GO:0031011,Ino80 complex,13,1,0.61,9.323500e-01,CC
GO:0016310,phosphorylation,1005,49,46.78,9.331163e-01,BP
GO:0034599,cellular response to oxidative stress,124,4,5.77,9.334689e-01,BP
GO:0016791,phosphatase activity,246,14,11.45,9.335259e-01,MF
GO:0009116,nucleoside metabolic process,12,1,0.56,9.335757e-01,BP
GO:0005200,structural constituent of cytoskeleton,25,1,1.16,9.341797e-01,MF
GO:0071840,cellular component organization or biogenesis,102,5,4.75,9.341898e-01,BP
GO:0016209,antioxidant activity,282,11,13.13,9.342582e-01,MF
GO:0016579,protein deubiquitination,45,3,2.09,9.345660e-01,BP
GO:0000139,Golgi membrane,73,4,3.40,9.346938e-01,CC
GO:0098588,bounding membrane of organelle,73,4,3.40,9.346938e-01,CC
GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",65,4,3.03,9.363181e-01,MF
GO:0016829,lyase activity,465,21,21.64,9.363394e-01,MF
GO:0006417,regulation of translation,15,1,0.70,9.383785e-01,BP
GO:0003824,catalytic activity,10879,513,506.35,9.392920e-01,MF
GO:0008236,serine-type peptidase activity,285,15,13.26,9.407222e-01,MF
GO:0017171,serine hydrolase activity,285,15,13.26,9.407222e-01,MF
GO:0016866,intramolecular transferase activity,42,2,1.95,9.408292e-01,MF
GO:0062197,cellular response to chemical stress,129,4,6.00,9.409634e-01,BP
GO:0070887,cellular response to chemical stimulus,129,4,6.00,9.409634e-01,BP
GO:0042221,response to chemical,129,4,6.00,9.409634e-01,BP
GO:0016877,"ligase activity, forming carbon-sulfur bonds",22,1,1.02,9.424899e-01,MF
GO:0005759,mitochondrial matrix,47,3,2.19,9.425123e-01,CC
GO:0008483,transaminase activity,58,3,2.70,9.426151e-01,MF
GO:0070646,protein modification by small protein removal,47,3,2.19,9.429948e-01,BP
GO:0016769,"transferase activity, transferring nitrogenous groups",59,3,2.75,9.447878e-01,MF
GO:0046513,ceramide biosynthetic process,13,1,0.61,9.454213e-01,BP
GO:0006075,(1->3)-beta-D-glucan biosynthetic process,14,1,0.65,9.457190e-01,BP
GO:0003843,"1,3-beta-D-glucan synthase activity",14,1,0.65,9.457190e-01,MF
GO:0000148,"1,3-beta-D-glucan synthase complex",14,1,0.65,9.457190e-01,CC
GO:0006367,transcription initiation at RNA polymerase II promoter,27,1,1.26,9.457259e-01,BP
GO:0036211,protein modification process,1058,51,49.24,9.460356e-01,BP
GO:0070603,SWI/SNF superfamily-type complex,33,2,1.54,9.462021e-01,CC
GO:1904949,ATPase complex,33,2,1.54,9.462021e-01,CC
GO:0006979,response to oxidative stress,176,5,8.19,9.470175e-01,BP
GO:0003674,molecular_function,11276,529,524.83,9.480526e-01,MF
GO:0097720,calcineurin-mediated signaling,31,2,1.44,9.491094e-01,BP
GO:0033192,calmodulin-dependent protein phosphatase activity,31,2,1.44,9.491094e-01,MF
GO:0004723,calcium-dependent protein serine/threonine phosphatase activity,31,2,1.44,9.491094e-01,MF
GO:0007018,microtubule-based movement,35,2,1.63,9.498007e-01,BP
GO:0051015,actin filament binding,32,2,1.49,9.505307e-01,MF
GO:0072686,mitotic spindle,13,1,0.61,9.505905e-01,CC
GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",299,12,13.92,9.522405e-01,MF
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",88,4,4.10,9.544505e-01,MF
GO:0004601,peroxidase activity,264,10,12.29,9.544953e-01,MF
GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",264,10,12.29,9.544953e-01,MF
GO:0003777,microtubule motor activity,36,2,1.68,9.546074e-01,MF
GO:0005856,cytoskeleton,36,2,1.68,9.546074e-01,CC
GO:0009987,cellular process,5114,218,238.02,9.550538e-01,BP
GO:0000293,ferric-chelate reductase activity,29,1,1.35,9.552018e-01,MF
GO:0006383,transcription by RNA polymerase III,15,1,0.70,9.554984e-01,BP
GO:0006289,nucleotide-excision repair,28,1,1.30,9.563355e-01,BP
GO:0043412,macromolecule modification,1121,54,52.18,9.564700e-01,BP
GO:0016757,glycosyltransferase activity,287,13,13.36,9.568646e-01,MF
GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",64,4,2.98,9.570923e-01,MF
GO:0008375,acetylglucosaminyltransferase activity,49,2,2.28,9.575043e-01,MF
GO:0140535,intracellular protein-containing complex,129,6,6.00,9.577963e-01,CC
GO:0016407,acetyltransferase activity,159,5,7.40,9.578486e-01,MF
GO:0006401,RNA catabolic process,16,1,0.74,9.579663e-01,BP
GO:0019200,carbohydrate kinase activity,21,1,0.98,9.581335e-01,MF
GO:0004933,mating-type a-factor pheromone receptor activity,15,1,0.70,9.586510e-01,MF
GO:0016849,phosphorus-oxygen lyase activity,23,1,1.07,9.593995e-01,MF
GO:0031410,cytoplasmic vesicle,27,1,1.26,9.595027e-01,CC
GO:0097708,intracellular vesicle,27,1,1.26,9.595027e-01,CC
GO:0031982,vesicle,27,1,1.26,9.595027e-01,CC
GO:0022402,cell cycle process,68,4,3.16,9.599295e-01,BP
GO:0050789,regulation of biological process,22,1,1.02,9.601067e-01,BP
GO:0005794,Golgi apparatus,62,2,2.89,9.601328e-01,CC
GO:0019722,calcium-mediated signaling,33,2,1.54,9.603100e-01,BP
GO:0016722,"oxidoreductase activity, acting on metal ions",31,1,1.44,9.603753e-01,MF
GO:0051301,cell division,127,7,5.91,9.604238e-01,BP
GO:0000278,mitotic cell cycle,14,1,0.65,9.609337e-01,BP
GO:0097346,INO80-type complex,16,1,0.74,9.612921e-01,CC
GO:0015925,galactosidase activity,27,1,1.26,9.613533e-01,MF
GO:0045944,positive regulation of transcription by RNA polymerase II,17,1,0.79,9.614568e-01,BP
GO:0016740,transferase activity,3071,141,142.94,9.614822e-01,MF
GO:0000049,tRNA binding,30,1,1.40,9.622215e-01,MF
GO:0005739,mitochondrion,201,5,9.36,9.624350e-01,CC
GO:0065007,biological regulation,23,1,1.07,9.642739e-01,BP
GO:0045184,establishment of protein localization,245,11,11.40,9.647531e-01,BP
GO:0009435,NAD+ biosynthetic process,16,1,0.74,9.648064e-01,BP
GO:0003954,NADH dehydrogenase activity,16,1,0.74,9.653402e-01,MF
GO:0016126,sterol biosynthetic process,23,1,1.07,9.657183e-01,BP
GO:0004843,cysteine-type deubiquitinase activity,56,3,2.61,9.659932e-01,MF
GO:0032196,transposition,26,1,1.21,9.669257e-01,BP
GO:0000105,L-histidine biosynthetic process,17,1,0.79,9.670744e-01,BP
GO:0005654,nucleoplasm,16,1,0.74,9.677357e-01,CC
GO:0003682,chromatin binding,15,1,0.70,9.679385e-01,MF
GO:0004721,phosphoprotein phosphatase activity,168,9,7.82,9.682046e-01,MF
GO:0000398,"mRNA splicing, via spliceosome",90,4,4.19,9.688650e-01,BP
GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",90,4,4.19,9.688650e-01,BP
GO:0000375,"RNA splicing, via transesterification reactions",90,4,4.19,9.688650e-01,BP
GO:0019205,nucleobase-containing compound kinase activity,27,1,1.26,9.696586e-01,MF
GO:0019346,transsulfuration,21,1,0.98,9.720723e-01,BP
GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",21,1,0.98,9.726964e-01,MF
GO:0008033,tRNA processing,69,3,3.21,9.727646e-01,BP
GO:0016887,ATP hydrolysis activity,354,15,16.48,9.729219e-01,MF
GO:0005198,structural molecule activity,77,3,3.58,9.730458e-01,MF
GO:0032040,small-subunit processome,18,1,0.84,9.731218e-01,CC
GO:0055086,nucleobase-containing small molecule metabolic process,16,1,0.74,9.731296e-01,BP
GO:0016226,iron-sulfur cluster assembly,20,1,0.93,9.737416e-01,BP
GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",49,2,2.28,9.739511e-01,MF
GO:0004527,exonuclease activity,75,4,3.49,9.744975e-01,MF
GO:0016746,acyltransferase activity,477,17,22.20,9.745003e-01,MF
GO:0006352,DNA-templated transcription initiation,54,2,2.51,9.752415e-01,BP
GO:0005484,SNAP receptor activity,19,1,0.88,9.756803e-01,MF
GO:0005509,calcium ion binding,137,6,6.38,9.760499e-01,MF
GO:0140513,nuclear protein-containing complex,403,15,18.76,9.766031e-01,CC
GO:0008237,metallopeptidase activity,213,9,9.91,9.777532e-01,MF
GO:0003723,RNA binding,725,31,33.74,9.777654e-01,MF
GO:0016899,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",20,1,0.93,9.782621e-01,MF
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",397,12,18.48,9.791490e-01,MF
GO:0008380,RNA splicing,124,5,5.77,9.816191e-01,BP
GO:0006915,apoptotic process,51,1,2.37,9.818052e-01,BP
GO:0012501,programmed cell death,51,1,2.37,9.818052e-01,BP
GO:0008219,cell death,51,1,2.37,9.818052e-01,BP
GO:0051087,protein-folding chaperone binding,26,1,1.21,9.821462e-01,MF
GO:0030527,structural constituent of chromatin,77,1,3.58,9.829457e-01,MF
GO:0000786,nucleosome,77,1,3.58,9.829457e-01,CC
GO:0006364,rRNA processing,144,6,6.70,9.834403e-01,BP
GO:0004620,glycerophospholipase activity,28,1,1.30,9.841793e-01,MF
GO:0120544,polypeptide conformation or assembly isomerase activity,45,2,2.09,9.842791e-01,MF
GO:0017056,structural constituent of nuclear pore,23,1,1.07,9.843539e-01,MF
GO:0030246,carbohydrate binding,122,5,5.68,9.844362e-01,MF
GO:0006783,heme biosynthetic process,21,1,0.98,9.847927e-01,BP
GO:0015031,protein transport,234,10,10.89,9.852908e-01,BP
GO:0101005,deubiquitinase activity,69,3,3.21,9.856043e-01,MF
GO:0019783,ubiquitin-like protein peptidase activity,69,3,3.21,9.856043e-01,MF
GO:0003677,DNA binding,1099,38,51.15,9.859866e-01,MF
GO:0000166,nucleotide binding,72,3,3.35,9.866636e-01,MF
GO:0008104,intracellular protein localization,237,10,11.03,9.868200e-01,BP
GO:0033554,cellular response to stress,490,15,22.81,9.869184e-01,BP
GO:0051716,cellular response to stimulus,495,15,23.04,9.871034e-01,BP
GO:0001664,G protein-coupled receptor binding,44,1,2.05,9.872859e-01,MF
GO:0005102,signaling receptor binding,44,1,2.05,9.872859e-01,MF
GO:0005834,heterotrimeric G-protein complex,44,1,2.05,9.872859e-01,CC
GO:0032993,protein-DNA complex,90,1,4.19,9.873897e-01,CC
GO:0015631,tubulin binding,72,3,3.35,9.875483e-01,MF
GO:0008080,N-acetyltransferase activity,39,1,1.82,9.886669e-01,MF
GO:0019843,rRNA binding,20,1,0.93,9.890245e-01,MF
GO:0006950,response to stress,559,18,26.02,9.891731e-01,BP
GO:0050896,response to stimulus,570,18,26.53,9.894809e-01,BP
GO:0033036,macromolecule localization,243,10,11.31,9.895824e-01,BP
GO:0052689,carboxylic ester hydrolase activity,117,3,5.45,9.896797e-01,MF
GO:0051539,"4 iron, 4 sulfur cluster binding",52,2,2.42,9.897893e-01,MF
GO:0003724,RNA helicase activity,66,3,3.07,9.900002e-01,MF
GO:0140101,"catalytic activity, acting on a tRNA",137,2,6.38,9.907339e-01,MF
GO:0004175,endopeptidase activity,406,18,18.90,9.911432e-01,MF
GO:0042729,DASH complex,19,1,0.88,9.911605e-01,CC
GO:0007017,microtubule-based process,88,4,4.10,9.914131e-01,BP
GO:0030131,clathrin adaptor complex,22,1,1.02,9.915431e-01,CC
GO:0003746,translation elongation factor activity,45,1,2.09,9.917560e-01,MF
GO:0005515,protein binding,707,31,32.91,9.919980e-01,MF
GO:0006520,amino acid metabolic process,88,1,4.10,9.920849e-01,BP
GO:0006310,DNA recombination,239,2,11.12,9.921270e-01,BP
GO:0005576,extracellular region,374,10,17.41,9.923284e-01,CC
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,42,1,1.95,9.924498e-01,MF
GO:0016859,cis-trans isomerase activity,42,1,1.95,9.924498e-01,MF
GO:0051537,"2 iron, 2 sulfur cluster binding",26,1,1.21,9.924924e-01,MF
GO:0008081,phosphoric diester hydrolase activity,92,2,4.28,9.926610e-01,MF
GO:0006629,lipid metabolic process,206,5,9.59,9.927311e-01,BP
GO:0043386,mycotoxin biosynthetic process,41,1,1.91,9.929766e-01,BP
GO:0009403,toxin biosynthetic process,41,1,1.91,9.929766e-01,BP
GO:0043385,mycotoxin metabolic process,41,1,1.91,9.929766e-01,BP
GO:0009404,toxin metabolic process,41,1,1.91,9.929766e-01,BP
GO:0016803,ether hydrolase activity,26,1,1.21,9.930325e-01,MF
GO:0016801,"hydrolase activity, acting on ether bonds",26,1,1.21,9.930325e-01,MF
GO:0019899,enzyme binding,84,3,3.91,9.931826e-01,MF
GO:0008270,zinc ion binding,959,38,44.64,9.932235e-01,MF
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",700,25,32.58,9.941552e-01,MF
GO:0006281,DNA repair,310,9,14.43,9.945887e-01,BP
GO:0005681,spliceosomal complex,71,2,3.30,9.948694e-01,CC
GO:0010608,post-transcriptional regulation of gene expression,28,1,1.30,9.949158e-01,BP
GO:0005737,cytoplasm,573,25,26.67,9.952820e-01,CC
GO:0006974,DNA damage response,342,9,15.92,9.953548e-01,BP
GO:0008017,microtubule binding,52,2,2.42,9.955530e-01,MF
GO:0016772,"transferase activity, transferring phosphorus-containing groups",1358,59,63.21,9.956952e-01,MF
GO:0004722,protein serine/threonine phosphatase activity,99,4,4.61,9.960895e-01,MF
GO:0016798,"hydrolase activity, acting on glycosyl bonds",767,25,35.70,9.964635e-01,MF
GO:0003779,actin binding,94,3,4.38,9.966603e-01,MF
GO:0030117,membrane coat,56,1,2.61,9.967272e-01,CC
GO:0043231,intracellular membrane-bounded organelle,1595,60,74.24,9.968890e-01,CC
GO:0046872,metal ion binding,1703,65,79.26,9.968898e-01,MF
GO:0043229,intracellular organelle,1611,60,74.98,9.969836e-01,CC
GO:0006468,protein phosphorylation,753,33,35.05,9.972039e-01,BP
GO:0008152,metabolic process,3718,155,173.05,9.972326e-01,BP
GO:0006996,organelle organization,45,1,2.09,9.973169e-01,BP
GO:0042578,phosphoric ester hydrolase activity,338,16,15.73,9.973413e-01,MF
GO:0032774,RNA biosynthetic process,77,2,3.58,9.973758e-01,BP
GO:0007049,cell cycle,46,1,2.14,9.975365e-01,BP
GO:0006508,proteolysis,787,27,36.63,9.975930e-01,BP
GO:0019538,protein metabolic process,1825,77,84.94,9.977301e-01,BP
GO:0030119,AP-type membrane coat adaptor complex,25,1,1.16,9.977532e-01,CC
GO:0016853,isomerase activity,606,17,28.21,9.977904e-01,MF
GO:0004672,protein kinase activity,816,36,37.98,9.981529e-01,MF
GO:0004190,aspartic-type endopeptidase activity,155,6,7.21,9.982386e-01,MF
GO:0070001,aspartic-type peptidase activity,155,6,7.21,9.982386e-01,MF
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",906,40,42.17,9.983417e-01,MF
GO:0006259,DNA metabolic process,628,13,29.23,9.985802e-01,BP
GO:0007059,chromosome segregation,22,1,1.02,9.987650e-01,BP
GO:0006302,double-strand break repair,26,1,1.21,9.989147e-01,BP
GO:0120569,phospholipase activity,40,1,1.86,9.990693e-01,MF
GO:0044238,primary metabolic process,2982,123,138.79,9.990719e-01,BP
GO:0008233,peptidase activity,998,37,46.45,9.991684e-01,MF
GO:1902494,catalytic complex,56,2,2.61,9.993344e-01,CC
GO:0005829,cytosol,52,1,2.42,9.994994e-01,CC
GO:0005743,mitochondrial inner membrane,139,5,6.47,9.996085e-01,CC
GO:0016042,lipid catabolic process,40,1,1.86,9.997945e-01,BP
GO:0019866,organelle inner membrane,141,5,6.56,9.998710e-01,CC
GO:0016298,lipase activity,42,1,1.95,9.999831e-01,MF
GO:0032447,protein urmylation,5,0,0.23,1.000000e+00,BP
GO:0016925,protein sumoylation,9,0,0.42,1.000000e+00,BP
GO:0070143,mitochondrial alanyl-tRNA aminoacylation,5,0,0.23,1.000000e+00,BP
GO:0016567,protein ubiquitination,12,0,0.56,1.000000e+00,BP
GO:0006635,fatty acid beta-oxidation,17,0,0.79,1.000000e+00,BP
GO:0017183,protein histidyl modification to diphthamide,6,0,0.28,1.000000e+00,BP
GO:0070127,tRNA aminoacylation for mitochondrial protein translation,5,0,0.23,1.000000e+00,BP
GO:0006474,N-terminal protein amino acid acetylation,7,0,0.33,1.000000e+00,BP
GO:0018022,peptidyl-lysine methylation,9,0,0.42,1.000000e+00,BP
GO:0006426,glycyl-tRNA aminoacylation,6,0,0.28,1.000000e+00,BP
GO:0009249,protein lipoylation,8,0,0.37,1.000000e+00,BP
GO:0032446,protein modification by small protein conjugation,28,0,1.30,1.000000e+00,BP
GO:0000413,protein peptidyl-prolyl isomerization,26,0,1.21,1.000000e+00,BP
GO:0018216,peptidyl-arginine methylation,5,0,0.23,1.000000e+00,BP
GO:0019395,fatty acid oxidation,17,0,0.79,1.000000e+00,BP
GO:0006473,protein acetylation,7,0,0.33,1.000000e+00,BP
GO:0046656,folic acid biosynthetic process,8,0,0.37,1.000000e+00,BP
GO:0006479,protein methylation,28,0,1.30,1.000000e+00,BP
GO:0006536,glutamate metabolic process,7,0,0.33,1.000000e+00,BP
GO:0018208,peptidyl-proline modification,26,0,1.21,1.000000e+00,BP
GO:0006303,double-strand break repair via nonhomologous end joining,7,0,0.33,1.000000e+00,BP
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation",11,0,0.51,1.000000e+00,BP
GO:0018205,peptidyl-lysine modification,29,0,1.35,1.000000e+00,BP
GO:0019646,aerobic electron transport chain,11,0,0.51,1.000000e+00,BP
GO:0046856,phosphatidylinositol dephosphorylation,10,0,0.47,1.000000e+00,BP
GO:0045040,protein insertion into mitochondrial outer membrane,9,0,0.42,1.000000e+00,BP
GO:0018202,peptidyl-histidine modification,6,0,0.28,1.000000e+00,BP
GO:0018195,peptidyl-arginine modification,5,0,0.23,1.000000e+00,BP
GO:0006418,tRNA aminoacylation for protein translation,54,0,2.51,1.000000e+00,BP
GO:0007232,osmosensory signaling pathway via Sho1 osmosensor,5,0,0.23,1.000000e+00,BP
GO:0070987,error-free translesion synthesis,5,0,0.23,1.000000e+00,BP
GO:0000724,double-strand break repair via homologous recombination,8,0,0.37,1.000000e+00,BP
GO:0016540,protein autoprocessing,7,0,0.33,1.000000e+00,BP
